frame_index,t_start,t_end,left_events,right_events,processing_seconds
1363,1750921999.4961715,1750921999.5081716,152642,156324,0.3142772010032786
1364,1750921999.5081716,1750921999.5201716,176691,178434,0.3558208759932313
1365,1750921999.5201716,1750921999.5321717,188623,202546,0.35512361500877887
1366,1750921999.5321717,1750921999.5441718,164126,169609,0.31957007899472956
1367,1750921999.5441718,1750921999.556172,165943,174583,0.3176182869938202
1368,1750921999.556172,1750921999.568172,169680,180051,0.3802455029945122
1369,1750921999.568172,1750921999.580172,172222,180864,0.34263240099244285
1370,1750921999.580172,1750921999.5921721,167530,182409,0.34190412699535955
1371,1750921999.5921721,1750921999.6041722,170800,181428,0.3940614470047876
1372,1750921999.6041722,1750921999.6161723,171391,182576,0.3804831449961057
1373,1750921999.6161723,1750921999.6281724,175664,182649,0.362512998006423
1374,1750921999.6281724,1750921999.6401725,166008,176190,0.33969759799947497
1375,1750921999.6401725,1750921999.6521726,194388,213001,0.41120951699849684
1376,1750921999.6521726,1750921999.6641726,222535,237633,0.4925240299926372
1377,1750921999.6641726,1750921999.6761727,195478,208243,0.39074772599269636
1378,1750921999.6761727,1750921999.6881728,171781,186132,0.36172283299674746
1379,1750921999.6881728,1750921999.700173,188906,203985,0.3655620569916209
1380,1750921999.700173,1750921999.712173,187999,205441,0.37236037899856456
1381,1750921999.712173,1750921999.724173,171840,185277,0.34396012499928474
1382,1750921999.724173,1750921999.7361732,185678,198064,0.3469036610040348
1383,1750921999.7361732,1750921999.7481732,232718,246614,0.43383474700385705
1384,1750921999.7481732,1750921999.7601733,208934,228772,0.41661187598947436
1385,1750921999.7601733,1750921999.7721734,194300,215413,0.38654420200327877
1386,1750921999.7721734,1750921999.7841735,174232,185041,0.3518539999931818
1387,1750921999.7841735,1750921999.7961736,179065,194294,0.3523153680143878
1388,1750921999.7961736,1750921999.8081737,179025,196307,0.35147912400134373
1389,1750921999.8081737,1750921999.8201737,230004,241853,0.4199249189987313
1390,1750921999.8201737,1750921999.8321738,240767,250505,0.42031079799926374
1391,1750921999.8321738,1750921999.844174,188372,205001,0.37953854899387807
1392,1750921999.844174,1750921999.856174,165451,179377,5.684641189989634
1393,1750921999.856174,1750921999.868174,168288,181430,0.33420057900366373
1394,1750921999.868174,1750921999.8801742,173012,186576,0.3348648340033833
1395,1750921999.8801742,1750921999.8921742,183664,198394,0.35543025498918723
1396,1750921999.8921742,1750921999.9041743,195836,208073,0.3775293549988419
1397,1750921999.9041743,1750921999.9161744,201209,217894,0.3777471979992697
1398,1750921999.9161744,1750921999.9281745,179674,187248,0.3534834449965274
1399,1750921999.9281745,1750921999.9401746,175998,182516,0.34293252900533844
1400,1750921999.9401746,1750921999.9521747,181417,194919,0.3601578130037524
1401,1750921999.9521747,1750921999.9641747,193377,205028,0.3723334980022628
1402,1750921999.9641747,1750921999.9761748,221181,236509,0.4189053949958179
1403,1750921999.9761748,1750921999.988175,203933,224480,0.4425950250006281
1404,1750921999.988175,1750922000.000175,192632,216420,0.3825156389939366
1405,1750922000.000175,1750922000.012175,178133,199165,0.37062492400582414
1406,1750922000.012175,1750922000.0241752,178727,195542,0.37133932099095546
1407,1750922000.0241752,1750922000.0361753,192901,205381,0.37794824299635366
1408,1750922000.0361753,1750922000.0481753,220104,229994,0.4163198790047318
1409,1750922000.0481753,1750922000.0601754,207333,212547,0.37011570000322536
1410,1750922000.0601754,1750922000.0721755,206813,211351,0.3875537909916602
1411,1750922000.0721755,1750922000.0841756,225361,230801,0.39716937400226016
1412,1750922000.0841756,1750922000.0961757,224681,235160,0.4488762359978864
1413,1750922000.0961757,1750922000.1081758,207872,226347,0.4297132740030065
1414,1750922000.1081758,1750922000.1201758,208409,239164,0.3968918019963894
1415,1750922000.1201758,1750922000.132176,215891,248119,0.419384043008904
1416,1750922000.132176,1750922000.144176,214623,242142,0.4032806059985887
1417,1750922000.144176,1750922000.156176,213155,229337,0.40084419600316323
1418,1750922000.156176,1750922000.1681762,200551,208350,0.3694442299893126
1419,1750922000.1681762,1750922000.1801763,201685,209163,0.40086936300212983
1420,1750922000.1801763,1750922000.1921763,219864,226821,0.3904625919967657
1421,1750922000.1921763,1750922000.2041764,225914,231298,0.40362720999110024
1422,1750922000.2041764,1750922000.2161765,222153,229857,0.4142600070044864
1423,1750922000.2161765,1750922000.2281766,216652,227137,0.3931662539980607
1424,1750922000.2281766,1750922000.2401767,207574,225962,0.3815461580088595
1425,1750922000.2401767,1750922000.2521768,222611,244927,0.4231865820038365
1426,1750922000.2521768,1750922000.2641768,237330,250360,0.4249351670005126
1427,1750922000.2641768,1750922000.276177,224735,241011,0.4122629399935249
1428,1750922000.276177,1750922000.288177,237239,243818,0.41560239900718443
1429,1750922000.288177,1750922000.300177,225584,223706,0.4098114599910332
1430,1750922000.300177,1750922000.3121772,227970,228158,0.41148783000244293
1431,1750922000.3121772,1750922000.3241773,246151,247499,0.4324388630047906
1432,1750922000.3241773,1750922000.3361773,241429,245042,0.4355671280063689
1433,1750922000.3361773,1750922000.3481774,232350,241313,0.4297709499951452
1434,1750922000.3481774,1750922000.3601775,243535,250812,0.43107018900627736
1435,1750922000.3601775,1750922000.3721776,248323,252787,0.43450121000932995
1436,1750922000.3721776,1750922000.3841777,237367,250048,0.4239738909964217
1437,1750922000.3841777,1750922000.3961778,230761,248161,0.4195121340017067
1438,1750922000.3961778,1750922000.4081779,229700,249400,0.44642474300053436
1439,1750922000.4081779,1750922000.420178,225200,245482,0.40851739000936504
1440,1750922000.420178,1750922000.432178,226266,240134,0.41006113500043284
1441,1750922000.432178,1750922000.444178,231858,242714,0.4243005919997813
1442,1750922000.444178,1750922000.4561782,243276,245161,0.46647482200933155
1443,1750922000.4561782,1750922000.4681783,247805,246576,0.4633062869979767
1444,1750922000.4681783,1750922000.4801784,246738,245949,0.4620331259939121
1445,1750922000.4801784,1750922000.4921784,243558,239712,0.43427100899862126
1446,1750922000.4921784,1750922000.5041785,239068,240871,0.43040086200926453
1447,1750922000.5041785,1750922000.5161786,243155,247385,0.43685607399675064
1448,1750922000.5161786,1750922000.5281787,245811,249108,0.4773065319895977
1449,1750922000.5281787,1750922000.5401788,236882,248087,0.47033767600078136
1450,1750922000.5401788,1750922000.5521789,223554,239938,0.41509208000206854
1451,1750922000.5521789,1750922000.564179,223116,232456,0.42639674099336844
1452,1750922000.564179,1750922000.576179,225390,227044,0.4120857160014566
1453,1750922000.576179,1750922000.588179,229598,221108,0.419525037999847
1454,1750922000.588179,1750922000.6001792,241232,227461,0.4394576830090955
1455,1750922000.6001792,1750922000.6121793,241938,223716,4.761263789987424
1456,1750922000.6121793,1750922000.6241794,251151,235802,0.47258696700737346
1457,1750922000.6241794,1750922000.6361794,253111,250788,0.4523478179908125
1458,1750922000.6361794,1750922000.6481795,250749,251537,0.4432182619930245
1459,1750922000.6481795,1750922000.6601796,248360,253943,0.4514048709970666
1460,1750922000.6601796,1750922000.6721797,236221,251989,0.4795123119984055
1461,1750922000.6721797,1750922000.6841798,234170,252795,0.4242516810045345
1462,1750922000.6841798,1750922000.6961799,238124,246940,0.43357758299680427
1463,1750922000.6961799,1750922000.70818,248388,248181,0.44883677701000124
1464,1750922000.70818,1750922000.72018,252756,253329,0.43069050800113473
1465,1750922000.72018,1750922000.73218,250465,250402,0.459269928993308
1466,1750922000.73218,1750922000.7441802,248498,248603,0.5315996690042084
1467,1750922000.7441802,1750922000.7561803,235265,243991,0.43579176600906067
1468,1750922000.7561803,1750922000.7681804,243705,252282,0.4642352819937514
1469,1750922000.7681804,1750922000.7801805,249512,254511,0.6505806269997265
1470,1750922000.7801805,1750922000.7921805,246512,253740,0.5653963740041945
1471,1750922000.7921805,1750922000.8041806,239945,250912,0.6955096769961528
1472,1750922000.8041806,1750922000.8161807,231011,249119,0.8796083799970802
1473,1750922000.8161807,1750922000.8281808,234946,246119,0.49070491999736987
1474,1750922000.8281808,1750922000.8401809,245850,253407,0.48460758599685505
1475,1750922000.8401809,1750922000.852181,241610,250163,0.43958925899642054
1476,1750922000.852181,1750922000.864181,249498,252861,0.44184404298721347
1477,1750922000.864181,1750922000.8761811,250917,253168,0.44722652398922946
1478,1750922000.8761811,1750922000.8881812,235254,242423,0.4455605110124452
1479,1750922000.8881812,1750922000.9001813,228542,237053,0.39191181800561026
1480,1750922000.9001813,1750922000.9121814,247120,252297,0.43323369800054934
1481,1750922000.9121814,1750922000.9241815,241495,241383,0.4378579290059861
1482,1750922000.9241815,1750922000.9361815,238740,232098,0.4211495079944143
1483,1750922000.9361815,1750922000.9481816,241916,237707,0.5087917569908313
1484,1750922000.9481816,1750922000.9601817,252493,252997,0.4336456519959029
1485,1750922000.9601817,1750922000.9721818,255315,256497,0.45799860400438774
1486,1750922000.9721818,1750922000.984182,253823,254321,0.482902240997646
1487,1750922000.984182,1750922000.996182,251648,252204,0.4373510269942926
1488,1750922000.996182,1750922001.008182,249544,251941,0.489461114993901
1489,1750922001.008182,1750922001.0201821,254168,255769,0.49409093499707524
1490,1750922001.0201821,1750922001.0321822,257659,258379,0.48672321600315627
1491,1750922001.0321822,1750922001.0441823,254936,257822,0.544591865997063
1492,1750922001.0441823,1750922001.0561824,249790,259517,0.47533120498701464
1493,1750922001.0561824,1750922001.0681825,246544,260526,0.4344269729917869
1494,1750922001.0681825,1750922001.0801826,250756,260164,0.4755861400044523
1495,1750922001.0801826,1750922001.0921826,250313,253970,0.4856146370002534
1496,1750922001.0921826,1750922001.1041827,251973,253077,0.45945788199605886
1497,1750922001.1041827,1750922001.1161828,251862,253322,0.4542884300026344
1498,1750922001.1161828,1750922001.128183,248504,250106,0.5018985530041391
1499,1750922001.128183,1750922001.140183,246563,251256,0.48923698300495744
1500,1750922001.140183,1750922001.152183,250974,256206,0.45266224299848545
1501,1750922001.152183,1750922001.1641831,248465,254342,0.4467150580021553
1502,1750922001.1641831,1750922001.1761832,243223,251652,0.4328506390011171
1503,1750922001.1761832,1750922001.1881833,229239,246807,0.4320095669972943
1504,1750922001.1881833,1750922001.2001834,236190,248973,0.44068408000748605
1505,1750922001.2001834,1750922001.2121835,246840,251490,0.4385998640063917
1506,1750922001.2121835,1750922001.2241836,244747,250783,0.4490358049952192
1507,1750922001.2241836,1750922001.2361836,246267,251997,0.4800794080074411
1508,1750922001.2361836,1750922001.2481837,238858,247333,0.4832067670067772
1509,1750922001.2481837,1750922001.2601838,223200,243176,0.44101446600689087
1510,1750922001.2601838,1750922001.272184,216803,243834,0.4682073180010775
1511,1750922001.272184,1750922001.284184,212599,238483,0.49758831900544465
1512,1750922001.284184,1750922001.296184,216729,242110,0.4978852179920068
1513,1750922001.296184,1750922001.3081841,220612,239582,0.44470482900214847
1514,1750922001.3081841,1750922001.3201842,224573,239859,0.4189465689996723
1515,1750922001.3201842,1750922001.3321843,203772,218185,0.4349135320080677
1516,1750922001.3321843,1750922001.3441844,197161,215952,0.45168588899832685
1517,1750922001.3441844,1750922001.3561845,197838,212164,0.37353361799614504
1518,1750922001.3561845,1750922001.3681846,220082,232759,0.5067313759936951
1519,1750922001.3681846,1750922001.3801847,238675,242865,0.42757250399154145
1520,1750922001.3801847,1750922001.3921847,214080,226504,0.39561331301229075
1521,1750922001.3921847,1750922001.4041848,193311,203933,0.3719400419940939
1522,1750922001.4041848,1750922001.416185,191326,202269,0.34966342100233305
1523,1750922001.416185,1750922001.428185,191267,201292,0.39563288701174315
1524,1750922001.428185,1750922001.440185,200565,214900,0.382618197996635
1525,1750922001.440185,1750922001.4521852,223173,237520,0.44425550200685393
1526,1750922001.4521852,1750922001.4641852,200241,212404,0.372451296003419
1527,1750922001.4641852,1750922001.4761853,187278,195774,0.3291073230066104
1528,1750922001.4761853,1750922001.4881854,183653,192110,5.434481087999302
1529,1750922001.4881854,1750922001.5001855,187421,194519,0.33831870699941646
1530,1750922001.5001855,1750922001.5121856,202502,210465,0.37549424401368015
1531,1750922001.5121856,1750922001.5241857,230042,242143,0.4755049060040619
1532,1750922001.5241857,1750922001.5361857,187817,198246,0.3577288509986829
1533,1750922001.5361857,1750922001.5481858,189355,203336,0.3594851849920815
1534,1750922001.5481858,1750922001.560186,210817,232506,0.40881541499402374
1535,1750922001.560186,1750922001.572186,210339,223731,0.3828163360012695
1536,1750922001.572186,1750922001.584186,182154,189513,0.3603154549928149
1537,1750922001.584186,1750922001.5961862,194310,206878,0.36406403600994963
1538,1750922001.5961862,1750922001.6081862,219750,235959,0.4152779160067439
1539,1750922001.6081862,1750922001.6201863,173149,184075,0.3474962530017365
1540,1750922001.6201863,1750922001.6321864,175197,183355,0.35710738800116815
1541,1750922001.6321864,1750922001.6441865,181334,190455,0.3179688710079063
1542,1750922001.6441865,1750922001.6561866,181751,193453,0.36189316399395466
1543,1750922001.6561866,1750922001.6681867,186739,201324,0.3523062710009981
1544,1750922001.6681867,1750922001.6801867,211375,220849,0.4976848950027488
1545,1750922001.6801867,1750922001.6921868,186252,191017,0.39356290199793875
1546,1750922001.6921868,1750922001.704187,183287,188656,0.3532341770041967
1547,1750922001.704187,1750922001.716187,189848,193346,0.43045022399746813
1548,1750922001.716187,1750922001.728187,242781,247815,0.4420406900026137
1549,1750922001.728187,1750922001.7401872,204542,209712,0.3763188700104365
1550,1750922001.7401872,1750922001.7521873,185721,191493,0.3515182340051979
1551,1750922001.7521873,1750922001.7641873,191122,197541,0.42528602000675164
1552,1750922001.7641873,1750922001.7761874,191833,200245,0.38842783399741165
1553,1750922001.7761874,1750922001.7881875,208773,220466,0.4393830379995052
1554,1750922001.7881875,1750922001.8001876,247990,252637,0.47246730800543446
1555,1750922001.8001876,1750922001.8121877,204539,215165,0.3834029540012125
1556,1750922001.8121877,1750922001.8241878,190343,211530,0.37982562799879815
1557,1750922001.8241878,1750922001.8361878,182801,202990,0.35823608000646345
1558,1750922001.8361878,1750922001.848188,191349,198985,0.3681857299961848
1559,1750922001.848188,1750922001.860188,192308,199879,0.3530215749924537
1560,1750922001.860188,1750922001.872188,212231,222021,0.3809347019996494
1561,1750922001.872188,1750922001.8841882,238982,248094,0.40884929698950145
1562,1750922001.8841882,1750922001.8961883,218992,227085,0.4224560360016767
1563,1750922001.8961883,1750922001.9081883,198686,203031,0.3739291630045045
1564,1750922001.9081883,1750922001.9201884,193744,199119,0.3589403049991233
1565,1750922001.9201884,1750922001.9321885,202502,211242,0.3673879840062
1566,1750922001.9321885,1750922001.9441886,219211,228872,0.3869301220111083
1567,1750922001.9441886,1750922001.9561887,252823,256963,0.47408208101114724
1568,1750922001.9561887,1750922001.9681888,223170,232553,0.45121544200810604
1569,1750922001.9681888,1750922001.9801888,212857,220704,0.3889218969998183
1570,1750922001.9801888,1750922001.992189,220472,227974,0.4217694849940017
1571,1750922001.992189,1750922002.004189,215264,226548,0.4227982989978045
1572,1750922002.004189,1750922002.016189,234132,247475,0.45796009799232706
1573,1750922002.016189,1750922002.0281892,245508,257930,0.5293093570071505
1574,1750922002.0281892,1750922002.0401893,231594,246880,0.43972132400085684
1575,1750922002.0401893,1750922002.0521894,220016,232296,0.411385182000231
1576,1750922002.0521894,1750922002.0641894,217855,228626,0.42664090999460313
1577,1750922002.0641894,1750922002.0761895,227781,240411,0.4203112010000041
1578,1750922002.0761895,1750922002.0881896,227004,240374,0.4525877130072331
1579,1750922002.0881896,1750922002.1001897,222364,238507,0.4281948610005202
1580,1750922002.1001897,1750922002.1121898,224300,242432,0.44469513499643654
1581,1750922002.1121898,1750922002.1241899,232118,251951,0.46086024699616246
1582,1750922002.1241899,1750922002.13619,220316,244409,0.433676460001152
1583,1750922002.13619,1750922002.14819,209558,241256,0.440277576999506
1584,1750922002.14819,1750922002.16019,211271,236720,0.4345681140111992
1585,1750922002.16019,1750922002.1721902,210711,222522,0.3879511349950917
1586,1750922002.1721902,1750922002.1841903,209773,224370,0.40642410299915355
1587,1750922002.1841903,1750922002.1961904,228530,243676,0.4019474489905406
1588,1750922002.1961904,1750922002.2081904,256458,259802,0.4705161199963186
1589,1750922002.2081904,1750922002.2201905,220075,235283,0.46597682099672966
1590,1750922002.2201905,1750922002.2321906,206072,220206,0.3932688970089657
1591,1750922002.2321906,1750922002.2441907,205954,213504,0.4098224589979509
1592,1750922002.2441907,1750922002.2561908,216718,227462,0.4256531800056109
1593,1750922002.2561908,1750922002.2681909,225101,240837,0.4128368919919012
1594,1750922002.2681909,1750922002.280191,227918,248876,0.43245746700267773
1595,1750922002.280191,1750922002.292191,251410,261438,0.4520730849908432
1596,1750922002.292191,1750922002.304191,251572,261050,0.49333630500768777
1597,1750922002.304191,1750922002.3161912,238943,259180,0.44185197800106835
1598,1750922002.3161912,1750922002.3281913,209053,228816,0.4235884670051746
1599,1750922002.3281913,1750922002.3401914,209851,230128,0.402329179996741
1600,1750922002.3401914,1750922002.3521914,213243,236502,0.44494589399255347
1601,1750922002.3521914,1750922002.3641915,233575,256971,0.45733135200862307
1602,1750922002.3641915,1750922002.3761916,220454,240826,0.4099588379904162
1603,1750922002.3761916,1750922002.3881917,214269,237900,0.4981640879996121
1604,1750922002.3881917,1750922002.4001918,209657,231572,0.4116494589979993
1605,1750922002.4001918,1750922002.4121919,203988,225248,0.42519879499741364
1606,1750922002.4121919,1750922002.424192,204557,223814,0.39144237799337134
1607,1750922002.424192,1750922002.436192,224246,248710,0.420266162007465
1608,1750922002.436192,1750922002.4481921,242637,263399,0.4503944830066757
1609,1750922002.4481921,1750922002.4601922,218533,247089,0.42171401900122873
1610,1750922002.4601922,1750922002.4721923,202333,225373,0.3869667139952071
1611,1750922002.4721923,1750922002.4841924,197030,220136,0.3749685299990233
1612,1750922002.4841924,1750922002.4961925,202790,225297,0.40499982899928
1613,1750922002.4961925,1750922002.5081925,200337,228774,0.46767033099604305
1614,1750922002.5081925,1750922002.5201926,209898,236643,0.37853735299722757
1615,1750922002.5201926,1750922002.5321927,221913,251239,0.4292523549956968
1616,1750922002.5321927,1750922002.5441928,215594,241504,0.41590747599548195
1617,1750922002.5441928,1750922002.5561929,196252,215812,0.37121890801063273
1618,1750922002.5561929,1750922002.568193,207502,223655,0.37308858400501776
1619,1750922002.568193,1750922002.580193,218188,233703,0.42747007599973585
1620,1750922002.580193,1750922002.5921931,237573,254219,0.4593795919936383
1621,1750922002.5921931,1750922002.6041932,231208,245686,0.4314954610017594
1622,1750922002.6041932,1750922002.6161933,232683,246443,0.4641764889965998
1623,1750922002.6161933,1750922002.6281934,228531,240409,0.42965071499929763
1624,1750922002.6281934,1750922002.6401935,223167,236123,0.46987983500002883
1625,1750922002.6401935,1750922002.6521935,232445,252017,0.5690622200054349
1626,1750922002.6521935,1750922002.6641936,242552,261328,0.4656600060116034
1627,1750922002.6641936,1750922002.6761937,245993,264244,0.469647507998161
1628,1750922002.6761937,1750922002.6881938,240192,264237,0.4757484299916541
1629,1750922002.6881938,1750922002.700194,232404,262203,0.45389920299930964
1630,1750922002.700194,1750922002.712194,226117,249948,0.4557316269929288
1631,1750922002.712194,1750922002.724194,227421,242780,4.250597899997956
1632,1750922002.724194,1750922002.7361941,223369,245045,0.42161027700058185
1633,1750922002.7361941,1750922002.7481942,224466,253188,0.41274307400453836
1634,1750922002.7481942,1750922002.7601943,235493,256763,0.42443070700392127
1635,1750922002.7601943,1750922002.7721944,237213,255641,0.4267913620133186
1636,1750922002.7721944,1750922002.7841945,223973,250329,0.42808446699928027
1637,1750922002.7841945,1750922002.7961946,222929,248999,0.4180712879897328
1638,1750922002.7961946,1750922002.8081946,222314,235915,0.4250172140018549
1639,1750922002.8081946,1750922002.8201947,222345,248599,0.43396597100945655
1640,1750922002.8201947,1750922002.8321948,223828,256354,0.42658154299715534
1641,1750922002.8321948,1750922002.844195,220591,240834,0.4333203520072857
1642,1750922002.844195,1750922002.856195,212554,235621,0.4008135830081301
1643,1750922002.856195,1750922002.868195,215678,246674,0.4235391399997752
1644,1750922002.868195,1750922002.8801951,203793,225629,0.38062219599669334
1645,1750922002.8801951,1750922002.8921952,205633,217698,0.3855674310034374
1646,1750922002.8921952,1750922002.9041953,199591,224108,0.3741768019972369
1647,1750922002.9041953,1750922002.9161954,226403,258727,0.41945690699503757
1648,1750922002.9161954,1750922002.9281955,231060,251774,0.4190915109938942
1649,1750922002.9281955,1750922002.9401956,195149,223277,0.36093008499301504
1650,1750922002.9401956,1750922002.9521956,181904,217557,0.3708283140003914
1651,1750922002.9521956,1750922002.9641957,195270,228463,0.39341048599453643
1652,1750922002.9641957,1750922002.9761958,192164,209417,0.3653827400121372
1653,1750922002.9761958,1750922002.988196,167686,194216,0.3318866620102199
1654,1750922002.988196,1750922003.000196,164583,191678,0.3319259349955246
1655,1750922003.000196,1750922003.012196,178010,196138,0.35643239099590573
1656,1750922003.012196,1750922003.0241961,188508,205394,0.3453055339923594
1657,1750922003.0241961,1750922003.0361962,163254,187792,0.32452375699358527
1658,1750922003.0361962,1750922003.0481963,159161,189280,0.31770445199799724
1659,1750922003.0481963,1750922003.0601964,158832,172557,0.3112291540019214
1660,1750922003.0601964,1750922003.0721965,159501,164952,0.3276039609918371
1661,1750922003.0721965,1750922003.0841966,171594,176914,0.33425460899889003
1662,1750922003.0841966,1750922003.0961967,209897,217360,0.3828635499958182
1663,1750922003.0961967,1750922003.1081967,208364,213031,0.3759899110009428
1664,1750922003.1081967,1750922003.1201968,175300,179728,0.34481136000249535
1665,1750922003.1201968,1750922003.132197,171428,176791,0.33143922899034806
1666,1750922003.132197,1750922003.144197,177971,188316,0.3409369299915852
1667,1750922003.144197,1750922003.156197,188198,198803,0.3625999930081889
1668,1750922003.156197,1750922003.1681972,184292,192619,0.3693774880084675
1669,1750922003.1681972,1750922003.1801972,183399,188389,0.3597344159934437
1670,1750922003.1801972,1750922003.1921973,184066,188758,0.3586953540070681
1671,1750922003.1921973,1750922003.2041974,186391,191282,0.3390847010014113
1672,1750922003.2041974,1750922003.2161975,198040,207244,0.3798183990002144
1673,1750922003.2161975,1750922003.2281976,185984,200157,0.37964221301081125
1674,1750922003.2281976,1750922003.2401977,178893,197085,0.3391447839967441
1675,1750922003.2401977,1750922003.2521977,187908,202944,0.34423026599688455
1676,1750922003.2521977,1750922003.2641978,195715,210275,0.39039347298967186
1677,1750922003.2641978,1750922003.276198,173905,187053,0.3596777659986401
1678,1750922003.276198,1750922003.288198,176936,189584,0.34472581700538285
1679,1750922003.288198,1750922003.300198,201803,215115,0.3653551210009027
1680,1750922003.300198,1750922003.3121982,184081,193190,0.3378849520086078
1681,1750922003.3121982,1750922003.3241982,179146,187659,0.33598312000685837
1682,1750922003.3241982,1750922003.3361983,184327,194566,0.36213377300009597
1683,1750922003.3361983,1750922003.3481984,189749,197799,0.34187549000489525
1684,1750922003.3481984,1750922003.3601985,184132,193737,0.3794968509901082
1685,1750922003.3601985,1750922003.3721986,180695,198104,0.3768729730072664
1686,1750922003.3721986,1750922003.3841987,185485,206172,0.3520651290018577
1687,1750922003.3841987,1750922003.3961987,187422,204682,0.3579686209995998
1688,1750922003.3961987,1750922003.4081988,189815,197938,0.3507810029987013
1689,1750922003.4081988,1750922003.420199,186838,192591,0.3676271560107125
1690,1750922003.420199,1750922003.432199,190910,194236,0.3444409930089023
1691,1750922003.432199,1750922003.444199,208545,213508,0.3909976830036612
1692,1750922003.444199,1750922003.4561992,216091,224891,0.4192387270013569
1693,1750922003.4561992,1750922003.4681993,197163,208966,0.37819751499046106
1694,1750922003.4681993,1750922003.4801993,196057,210633,0.4011021409969544
1695,1750922003.4801993,1750922003.4921994,224195,231042,0.3999663610011339
1696,1750922003.4921994,1750922003.5041995,249694,252101,0.4412069870013511
1697,1750922003.5041995,1750922003.5161996,242939,248163,0.4188063530018553
1698,1750922003.5161996,1750922003.5281997,210686,220337,0.4019061459985096
1699,1750922003.5281997,1750922003.5401998,207307,221857,0.3987815880100243
1700,1750922003.5401998,1750922003.5521998,211325,225493,0.41849216099944897
1701,1750922003.5521998,1750922003.5642,209169,228871,0.4150918469968019
1702,1750922003.5642,1750922003.5762,233994,247616,0.4533137799880933
1703,1750922003.5762,1750922003.5882,231799,248081,0.43796701698738616
1704,1750922003.5882,1750922003.6002002,230115,243658,0.4412801330036018
1705,1750922003.6002002,1750922003.6122003,215058,225227,0.4121186600095825
1706,1750922003.6122003,1750922003.6242003,212188,226492,0.39346161000139546
1707,1750922003.6242003,1750922003.6362004,205586,220098,0.38872117100981995
1708,1750922003.6362004,1750922003.6482005,208926,224346,0.39756053499877453
1709,1750922003.6482005,1750922003.6602006,214551,235627,0.3922555419994751
1710,1750922003.6602006,1750922003.6722007,230825,243114,0.4217027819977375
1711,1750922003.6722007,1750922003.6842008,223236,234304,0.40887716799625196
1712,1750922003.6842008,1750922003.6962008,209824,223312,0.40233830599754583
1713,1750922003.6962008,1750922003.708201,208022,224219,0.38782728600199334
1714,1750922003.708201,1750922003.720201,214970,232820,0.3959385340131121
1715,1750922003.720201,1750922003.732201,209979,220641,0.41097176300536375
1716,1750922003.732201,1750922003.7442012,218738,231875,0.39349474300979637
1717,1750922003.7442012,1750922003.7562013,241311,249170,0.4239805170072941
1718,1750922003.7562013,1750922003.7682014,216129,231764,0.4111088000063319
1719,1750922003.7682014,1750922003.7802014,218989,234903,0.407736309003667
1720,1750922003.7802014,1750922003.7922015,232246,244341,0.4149677880050149
1721,1750922003.7922015,1750922003.8042016,240447,250484,0.44590924501244444
1722,1750922003.8042016,1750922003.8162017,207697,235972,9.172378917006426
1723,1750922003.8162017,1750922003.8282018,193164,218102,0.39212416201189626
1724,1750922003.8282018,1750922003.8402019,189474,214395,0.3730528079904616
1725,1750922003.8402019,1750922003.852202,186079,207295,0.35037670900055673
1726,1750922003.852202,1750922003.864202,183333,196982,0.35919044399634004
1727,1750922003.864202,1750922003.876202,194992,211961,0.4140048640110763
1728,1750922003.876202,1750922003.8882022,195195,210419,0.362896885999362
1729,1750922003.8882022,1750922003.9002023,177467,191759,0.3709762350044912
1730,1750922003.9002023,1750922003.9122024,178196,190362,0.34104259198647924
1731,1750922003.9122024,1750922003.9242024,183454,198740,0.3746330160065554
1732,1750922003.9242024,1750922003.9362025,178102,196013,0.3420448520046193
1733,1750922003.9362025,1750922003.9482026,176679,191381,0.33533551600703504
1734,1750922003.9482026,1750922003.9602027,176920,189314,0.3391432680073194
1735,1750922003.9602027,1750922003.9722028,184339,201695,0.35710847000882495
1736,1750922003.9722028,1750922003.9842029,203459,221145,0.38779300400346983
1737,1750922003.9842029,1750922003.996203,194850,208874,0.36095541100075934
1738,1750922003.996203,1750922004.008203,188324,199720,0.3661014839890413
1739,1750922004.008203,1750922004.020203,178591,189550,0.34901640099997167
1740,1750922004.020203,1750922004.0322032,183159,202033,0.3628072470019106
1741,1750922004.0322032,1750922004.0442033,164219,179476,0.31583725799282547
1742,1750922004.0442033,1750922004.0562034,164856,182398,0.30247783100639936
1743,1750922004.0562034,1750922004.0682034,187886,205970,0.3442244369944092
1744,1750922004.0682034,1750922004.0802035,173008,184404,0.3074014360026922
1745,1750922004.0802035,1750922004.0922036,159026,167101,0.28625280399865005
1746,1750922004.0922036,1750922004.1042037,162772,173477,0.2924543480039574
1747,1750922004.1042037,1750922004.1162038,156654,163507,0.28176539999549277
1748,1750922004.1162038,1750922004.1282039,160687,166434,0.2870302130031632
1749,1750922004.1282039,1750922004.140204,147600,152199,0.2788740090036299
1750,1750922004.140204,1750922004.152204,146714,152935,0.26298752998991404
1751,1750922004.152204,1750922004.1642041,159733,164896,0.2794441279984312
1752,1750922004.1642041,1750922004.1762042,155362,160168,0.27257597500283737
1753,1750922004.1762042,1750922004.1882043,146611,149956,0.26656299199385103
1754,1750922004.1882043,1750922004.2002044,146557,148656,0.2599902780057164
1755,1750922004.2002044,1750922004.2122045,141650,144081,0.257834007992642
1756,1750922004.2122045,1750922004.2242045,148108,150481,0.27752997499192134
